food_item,fat_g,satfat_g,carbs_g,protein_g,fiber_g,energy_kcal_calculated
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",0.0348,0.012834728033472806,0.0067,0.17470561594202902,0.0,0.10629790069976675
"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",0.0443,0.014665271966527197,0.012,0.23686594202898556,0.0,0.14261912695768078
"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",0.043,0.015052301255230128,0.0148,0.2495471014492754,0.0,0.1475063867599689
"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",0.0425,0.0148326359832636,0.0048,0.2733242753623189,0.0,0.1518382761301788
"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",0.0497,0.016359832635983267,0.0034000000000000002,0.2824954710144928,0.0,0.16205709208041766
"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough",0.1134,0.042573221757322185,0.4241,0.06974637681159422,0.0189873417721519,0.32911251804953906
"Heinz, Weight Watcher, Chocolate Eclair, frozen",0.069,0.014644351464435146,0.40299999999999997,0.04981884057971016,0.026582278481012658,0.2675774741752749
"Interstate Brands Corp, Wonder Hamburger Rolls",0.0415,0.01059623430962343,0.5084000000000001,0.09137228260869566,0.03291139240506329,0.3032322559146951
"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",0.010900000000000002,0.00446652719665272,0.7425,0.05661231884057972,0.020253164556962026,0.362990114406309
"Crackers, cheese, sandwich-type with cheese filling",0.2441,0.050313807531380754,0.5876,0.10099637681159422,0.024050632911392405,0.5447073197822948
"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",0.04730000000000001,0.008943514644351466,0.4333,0.06657608695652174,0.03164556962025317,0.2659113628790403
"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",0.0902,0.0323326359832636,0.7183,0.045403079710144935,0.02278481012658228,0.4270798622681328
"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",0.1103,0.027583682008368204,0.7270000000000001,0.053215579710144935,0.012658227848101266,0.4541819393535488
"Muffin, blueberry, commercially prepared, low-fat",0.0422,0.016202928870292888,0.5005,0.047894021739130446,0.053164556962025315,0.28334999444629566
"Pie crust, refrigerated, regular, baked",0.28690000000000004,0.11597280334728034,0.5852,0.03860960144927537,0.01772151898734177,0.5619238031767189
"Pie crust, deep dish, frozen, baked, made with enriched flour",0.3184,0.09269874476987448,0.5246999999999999,0.06906702898550725,0.02911392405063291,0.5784738420526491
"Pie crust, refrigerated, regular, unbaked",0.2546,0.10037656903765692,0.5111,0.03362771739130436,0.02278481012658228,0.4948350549816728
"Crackers, whole-wheat, reduced fat",0.0759,0.011161087866108787,0.7552,0.1283967391304348,0.1379746835443038,0.4618460513162279
"Crackers, wheat, reduced fat",0.13369999999999999,0.022092050209205023,0.7152,0.10575181159420291,0.043037974683544304,0.4929467955126069
"Bread, pan dulce, sweet yeast bread",0.1158,0.022834728033472803,0.5638000000000001,0.10665760869565219,0.02911392405063291,0.4080861934910585
"Garlic bread, frozen",0.1661,0.05524058577405858,0.4172,0.09465579710144928,0.03164556962025317,0.38853715428190605
"Cinnamon buns, frosted (includes honey buns)",0.2661,0.13231171548117154,0.48600000000000004,0.05038496376811595,0.015189873417721518,0.5017216483394424
"Crackers, cheese, reduced fat",0.1167,0.03486401673640168,0.6819,0.11322463768115944,0.04177215189873418,0.46406753304454074
"Crackers, saltines, whole wheat (includes multi-grain)",0.10710000000000001,0.0,0.6825,0.08084239130434784,0.08481012658227848,0.44207486393424417
"Bread, potato",0.0313,0.0,0.4707,0.1415307971014493,0.07974683544303797,0.2959013662112629
"Bread, cheese",0.20829999999999999,0.06537656903765691,0.4483,0.11798007246376813,0.026582278481012658,0.45373764300788627
"Focaccia, Italian flatbread, plain",0.0789,0.009173640167364017,0.3582,0.09929800724637682,0.02278481012658228,0.2770187715206042
"SCHIFF,TIGER'S MILK BAR",0.1429,0.021684100418410044,0.5646,0.19021739130434787,0.02911392405063291,0.46828834832833505
"Candies, TOBLERONE, milk chocolate with honey and almond nougat",0.2857,0.17932008368200839,0.6121,0.06465126811594203,0.03164556962025317,0.5829168055092746
"Snacks, corn-based, extruded, onion-flavor",0.226,0.04539748953974896,0.6509999999999999,0.08718297101449277,0.049367088607594936,0.5493724314117516
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",0.3654,0.039215481171548126,0.5454,0.061820652173913054,0.010126582278481013,0.6319004776185716
"Snacks, KRAFT, CORNNUTS, plain",0.1564,0.02541841004184101,0.7186,0.09624094202898552,0.08734177215189874,0.5133844274130845
"Snacks, crisped rice bar, chocolate chip",0.135,0.05481171548117156,0.73,0.05774456521739131,0.027848101265822787,0.4819504609574586
"Snacks, granola bars, hard, chocolate chip",0.163,0.11935146443514646,0.721,0.08265398550724638,0.055696202531645575,0.515716983227813
Fruit syrup,0.0,0.0,0.8513,0.0,0.0012658227848101266,0.3782072642452516
"Snacks, granola bars, soft, uncoated, plain",0.172,0.07583682008368202,0.6729999999999999,0.08378623188405798,0.05822784810126582,0.5038320559813396
"Snacks, granola bars, soft, uncoated, peanut butter",0.158,0.038179916317991634,0.644,0.1188858695652174,0.05443037974683544,0.4907253137842941
"Topping, SMUCKER'S MAGIC SHELL",0.441,0.21537656903765692,0.5007,0.03328804347826087,0.03670886075949367,0.6763301121848273
"Syrup, fruit flavored",0.0002,0.0,0.6509999999999999,0.0,0.0,0.28945906919915587
"Snacks, oriental mix, rice-based",0.25579999999999997,0.039592050209205025,0.5162,0.19599184782608697,0.1670886075949367,0.5619238031767189
"Snacks, popcorn, air-popped",0.0454,0.006663179916317993,0.7778,0.14651268115942032,0.18354430379746836,0.44840608685993555
"Snacks, popcorn, cheese-flavor",0.332,0.06705020920502093,0.516,0.10529891304347828,0.12531645569620253,0.6024658447184271
"Snacks, pork skins, plain",0.313,0.11893305439330544,0.0,0.6940670289855073,0.0,0.5852493613240031
"Snacks, potato chips, barbecue-flavor",0.3106,0.04186192468619247,0.5592,0.0737092391304348,0.04810126582278481,0.5879151393979783
"Snacks, potato chips, sour-cream-and-onion-flavor",0.33899999999999997,0.0929916317991632,0.515,0.09171195652173914,0.06582278481012659,0.6036876596689992
"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",0.16920000000000002,0.10100418410041843,0.665,0.11152626811594205,0.04556962025316456,0.5083860935243808
"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",0.026000000000000002,0.00585774058577406,0.813,0.12567934782608697,0.09746835443037975,0.43652115961346216
"Snacks, rice cracker brown rice, plain",0.027999999999999997,0.00596234309623431,0.8150000000000001,0.09284420289855073,0.053164556962025315,0.4265244918360547
"Snacks, rice cakes, brown rice, buckwheat",0.035,0.006694560669456068,0.8009999999999999,0.10190217391304349,0.04810126582278481,0.43085638120626457
"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",0.319,0.0637029288702929,0.449,0.1607789855072464,0.06329113924050633,0.5814728423858714
"Snacks, tortilla chips, taco-flavor",0.242,0.048535564853556486,0.631,0.08944746376811596,0.0670886075949367,0.5573697656336777
"Candies, TOOTSIE ROLL, chocolate-flavor roll",0.033100000000000004,0.010115062761506277,0.8773000000000001,0.01800271739130435,0.0012658227848101266,0.4299677885149395
"Candies, butterscotch",0.033,0.021600418410041844,0.904,0.0003396739130434783,0.0,0.4347439742308119
"Candies, carob, unsweetened",0.3136,0.30353556485355654,0.5629,0.09227807971014494,0.04810126582278481,0.5998000666444518
"Candies, caramels",0.081,0.025899581589958164,0.77,0.052083333333333336,0.0,0.44351882705764745
"Candies, CARAMELLO Candy Bar",0.2119,0.13305439330543936,0.6381,0.0700860507246377,0.015189873417721518,0.5228257247584138
"Candies, semisweet chocolate",0.3,0.18566945606694563,0.639,0.047554347826086966,0.07468354430379748,0.6024658447184271
"Candies, sweet chocolate",0.342,0.2100418410041841,0.604,0.04415760869565218,0.06962025316455696,0.6275685882483617
"Candies, sweet chocolate coated fondant",0.09300000000000001,0.057112970711297076,0.804,0.02490942028985508,0.026582278481012658,0.45995779184716207
"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",0.3713,0.15930962343096236,0.4685,0.13552989130434787,0.055696202531645575,0.6324558480506498
"Candies, confectioner's coating, butterscotch",0.29050000000000004,0.25209205020920505,0.6709999999999999,0.02490942028985508,0.0,0.5982450294346329
"Ice creams, french vanilla, soft-serve",0.13,0.07824267782426779,0.222,0.04642210144927537,0.008860759493670885,0.24680662001555037
"Candies, YORK Peppermint Pattie",0.0717,0.04539748953974896,0.8099,0.024796195652173916,0.02531645569620253,0.44118627124291904
"Candies, TWIZZLERS NIBS CHERRY BITS",0.026400000000000003,0.005648535564853558,0.7937000000000001,0.026041666666666668,0.007594936708860759,0.38920359880039984
"Candies, SYMPHONY Milk Chocolate Bar",0.3057,0.19184100418410044,0.5801,0.09635416666666669,0.021518987341772152,0.6011329556814395
"Candies, 5TH AVENUE Candy Bar",0.2398,0.06956066945606695,0.6268,0.09941123188405798,0.039240506329113925,0.557258691547262
"Candies, fondant, prepared-from-recipe",0.0002,0.0,0.9318000000000001,0.0,0.0,0.41419526824391867
"Candies, fudge, chocolate, prepared-from-recipe",0.1041,0.06744769874476989,0.767,0.027060688405797107,0.021518987341772152,0.45540375430412083
"Candies, fudge, chocolate, with nuts, prepared-from-recipe",0.1893,0.06787656903765692,0.6815000000000001,0.04959239130434783,0.03164556962025317,0.5114961679440186
"Candies, gumdrops, starch jelly pieces",0.0,0.0,0.9890000000000001,0.0,0.0012658227848101266,0.43940908586026883
"Candies, hard",0.002,0.0,0.98,0.0,0.0,0.4374097523047873
"Candies, jellybeans",0.0005,0.0,0.9355,0.0,0.002531645569620253,0.41608352771298457
"Candies, KIT KAT Wafer Bar",0.25989999999999996,0.18779288702928873,0.6459,0.0737092391304348,0.012658227848101266,0.575696989892258
"Candies, KRACKEL Chocolate Bar",0.2658,0.16652719665271967,0.6434000000000001,0.07495471014492755,0.027848101265822787,0.5810285460402088
"Candies, MARS SNACKFOOD US, MARS Almond Bar",0.23,0.07602510460251047,0.627,0.09171195652173914,0.02531645569620253,0.5444851716094635
"Candies, marshmallows",0.002,0.0005857740585774059,0.813,0.0203804347826087,0.0012658227848101266,0.3712095968010663
"Candies, halavah, plain",0.2152,0.04316945606694561,0.6049,0.14141757246376813,0.056962025316455694,0.5393757636343441
"Candies, NESTLE, OH HENRY! Bar",0.23,0.10041841004184102,0.655,0.08718297101449277,0.024050632911392405,0.5551482839053649
"Puddings, chocolate, dry mix, instant, prepared with 2% milk",0.0192,0.011129707112970713,0.1889,0.03566576086956522,0.005063291139240506,0.11707208708208376
"Baking chocolate, mexican, squares",0.1559,0.09002092050209207,0.7741,0.04121376811594204,0.05063291139240506,0.5159391314006442
Chocolate-flavored hazelnut spread,0.2973,0.2973117154811716,0.6236,0.061254528985507255,0.06835443037974684,0.5982450294346329
"Candies, milk chocolate coated peanuts",0.335,0.15271966527196654,0.49700000000000005,0.14832427536231885,0.05949367088607595,0.6139064756192381
"Glutino, Gluten Free Wafers, Lemon Flavored",0.24180000000000001,0.10984309623430963,0.7439,0.0,0.0,0.5722536932133734
"Glutino, Gluten Free Wafers, Milk Chocolate",0.3042,0.16003138075313808,0.6282,0.04596920289855073,0.020253164556962026,0.6012440297678551
"Sage Valley, Gluten Free Vanilla Sandwich Cookies",0.2215,0.061903765690376575,0.7188,0.0354393115942029,0.012658227848101266,0.5547039875597023
"Schar, Gluten-Free, Classic White Rolls",0.0265,0.0022489539748953976,0.5047,0.03781702898550725,0.06455696202531645,0.2655781406197934
"Bread, multi-grain (includes whole-grain)",0.042300000000000004,0.009121338912133892,0.43340000000000006,0.151268115942029,0.09367088607594937,0.2942352549150283
"Cookies, animal crackers (includes arrowroot, tea biscuits)",0.138,0.036223849372384945,0.741,0.07812500000000001,0.013924050632911394,0.497834055314895
"Sweet Potatoes, french fried, crosscut, frozen, unprepared",0.111,0.009728033472803349,0.2552,0.019248188405797104,0.043037974683544304,0.23192269243585473
"Sweet Potato puffs, frozen, unprepared",0.0358,0.0032426778242677827,0.3072,0.015398550724637685,0.024050632911392405,0.17827390869710097
"Tortilla, includes plain and from mutton sandwich (Navajo)",0.0095,0.0030962343096234313,0.4994,0.08242753623188408,0.030379746835443037,0.26368988115072756
"Stew, hominy with mutton (Navajo)",0.0206,0.0076673640167364025,0.09380000000000001,0.07597373188405798,0.02531645569620253,0.09208041763856493
"Stew, mutton, corn, squash (Navajo)",0.0434,0.01814853556485356,0.0727,0.09759963768115942,0.021518987341772152,0.11396201266244585
"Restaurant, Italian, chicken parmesan without pasta",0.10640000000000001,0.026673640167364017,0.1092,0.18308423913043484,0.01139240506329114,0.22670221037431967
"Restaurant, Latino, arroz con leche (rice pudding)",0.0369,0.019864016736401677,0.24920000000000003,0.03623188405797102,0.006329113924050633,0.16183494390758635
"Restaurant, Latino, Arroz con frijoles negros (rice and black beans)",0.0385,0.007625523012552302,0.244,0.052536231884057975,0.043037974683544304,0.16749972231478397
"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",0.0346,0.005251046025104603,0.2374,0.044836956521739135,0.03291139240506329,0.15761412862379207
"Restaurant, Latino, Arroz con grandules (rice and pigeonpeas)",0.049800000000000004,0.007981171548117156,0.3075,0.03962862318840581,0.01772151898734177,0.20193268910363213
"Restaurant, Latino, tamale, pork",0.0904,0.028158995815899587,0.1575,0.08322010869565218,0.030379746835443037,0.193046762190381
"Restaurant, Latino, black bean soup",0.0257,0.005596234309623432,0.1479,0.05774456521739131,0.06202531645569621,0.11407308674886149
"Restaurant, Latino, tripe soup",0.0258,0.010930962343096234,0.04070000000000001,0.09748641304347827,0.0,0.08208374986115739
"Restaurant, Latino, arepa (unleavened cornmeal bread)",0.0538,0.03035564853556486,0.3714,0.062047101449275374,0.03291139240506329,0.2431411751638343
"Restaurant, Latino, bunuelos (fried yeast bread)",0.26239999999999997,0.07148535564853557,0.4857,0.09080615942028987,0.0189873417721519,0.5137176496723315
"Restaurant, Chinese, beef and vegetables",0.053,0.010230125523012553,0.0729,0.08016304347826088,0.0189873417721519,0.11684993890925248
"CRACKER BARREL, chicken tenderloin platter, fried, from kid's menu",0.15410000000000001,0.02960251046025105,0.2024,0.2113903985507247,0.012658227848101266,0.3268910363212263
"CRACKER BARREL, country fried shrimp platter",0.1677,0.03205020920502093,0.214,0.1428894927536232,0.0037974683544303796,0.3187826280128846
"CRACKER BARREL, farm raised catfish platter",0.1705,0.03398535564853557,0.053099999999999994,0.25973731884057977,0.020253164556962026,0.29601244029767854
"DENNY'S, mozzarella cheese sticks",0.17870000000000003,0.06948744769874478,0.2722,0.1535326086956522,0.020253164556962026,0.3598800399866711
"DENNY'S, golden fried shrimp",0.20010000000000003,0.03676778242677825,0.2093,0.1571557971014493,0.0189873417721519,0.3546595579251361
"DENNY'S, macaroni & cheese, from kid's menu",0.0492,0.014476987447698745,0.2116,0.05876358695652175,0.015189873417721518,0.1662779073642119
"DENNY'S, chicken nuggets, star shaped, from kid's menu",0.2857,0.05864016736401674,0.1359,0.1842164855072464,0.010126582278481013,0.4183050094412974
"Restaurant, Chinese, shrimp and vegetables",0.0405,0.006621338912133892,0.0452,0.06680253623188408,0.01772151898734177,0.08674886149061423
"Restaurant, Chinese, sweet and sour chicken",0.1265,0.02021966527196653,0.2386,0.11435688405797102,0.012658227848101266,0.27735199377985115
"Restaurant, Chinese, chicken chow mein",0.027999999999999997,0.005125523012552302,0.08289999999999999,0.07653985507246377,0.012658227848101266,0.09485726979895591
"Restaurant, Chinese, vegetable chow mein, without meat or noodles",0.0168,0.003064853556485356,0.05740000000000001,0.015172101449275366,0.015189873417721518,0.04820615350438742
"OLIVE GARDEN, spaghetti with meat sauce",0.032799999999999996,0.010711297071129708,0.17190000000000003,0.06567028985507248,0.021518987341772152,0.13495501499500168
"CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",0.0392,0.011506276150627617,0.15710000000000002,0.06646286231884059,0.0189873417721519,0.1350660890814173
"Restaurant, Chinese, sesame chicken",0.14250000000000002,0.025209205020920507,0.2688,0.16225090579710147,0.008860759493670885,0.3255581472842386
"Syrups, grenadine",0.0,0.0,0.6691,0.0,0.0,0.2972342552482506
"Imitation cheese, american or cheddar, low cholesterol",0.32,0.06082635983263599,0.01,0.2830615942028986,0.0,0.4354104187493058
"Babyfood, banana juice with low fat yogurt",0.008,0.00540794979079498,0.1754,0.02830615942028986,0.005063291139240506,0.09707875152726869
"Babyfood, mixed fruit juice with low fat yogurt",0.008,0.00540794979079498,0.1468,0.027173913043478264,0.005063291139240506,0.08386093524380762
"Ham, turkey, sliced, extra lean, prepackaged or deli",0.057999999999999996,0.005230125523012553,0.009300000000000001,0.2219202898550725,0.0,0.1491724980562035
"Salad dressing, peppercorn dressing, commercial, regular",0.614,0.11011506276150629,0.035,0.013586956521739132,0.0,0.6346773297789625
"Mayonnaise, reduced-calorie or diet, cholesterol-free",0.33299999999999996,0.048305439330543945,0.067,0.01019021739130435,0.0,0.3666555592580251
"Granola bar, soft, milk chocolate coated, peanut butter",0.312,0.17850418410041843,0.541,0.10869565217391305,0.04810126582278481,0.5949128068421637
"Salad dressing, italian dressing, reduced calorie",0.2,0.030125523012552304,0.067,0.003396739130434783,0.002531645569620253,0.2310340997445296
"Cream substitute, liquid, light",0.035,0.009372384937238494,0.091,0.009057971014492756,0.0,0.07897367544151948
"Cheese, monterey, low fat",0.21600000000000003,0.14686192468619247,0.006999999999999999,0.3192934782608696,0.0,0.3443296678884816
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",0.027000000000000003,0.005167364016736402,0.2,0.01585144927536232,0.0,0.12207042097078752
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",0.08,0.014173640167364018,0.16,0.011322463768115944,0.0,0.1555037209818949
"Bologna, beef, low fat",0.14800000000000002,0.05715481171548118,0.052000000000000005,0.13360507246376815,0.0,0.22348106186826613
"Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars",0.33299999999999996,0.05190376569037657,0.56,0.08265398550724638,0.0379746835443038,0.6141286237920693
"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",0.008,0.005282426778242678,0.197,0.04981884057971016,0.02531645569620253,0.11507275352660223
"Frozen yogurts, chocolate",0.036000000000000004,0.02376569037656904,0.21600000000000003,0.03396739130434783,0.02911392405063291,0.14528490503165611
"Frozen yogurts, flavors other than chocolate",0.036000000000000004,0.024330543933054397,0.21600000000000003,0.03396739130434783,0.0,0.14528490503165611
"Rice cake, cracker (include hain mini rice cakes)",0.043,0.009152719665271968,0.8109999999999999,0.0803894927536232,0.053164556962025315,0.4348550483172276
"Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies",0.2776,0.09869246861924688,0.605,0.08525815217391305,0.07088607594936708,0.5798067310896368
"Salad Dressing, coleslaw, reduced fat",0.2,0.031171548117154814,0.4,0.0,0.005063291139240506,0.3776518938131734
"Pork, cured, ham, low sodium, lean and fat, cooked",0.083,0.029089958158995823,0.003,0.25249094202898553,0.0,0.18338331667222035
"Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted",0.055,0.018838912133891213,0.015,0.2366394927536232,0.0,0.15450405420415417
"Salad dressing, mayonnaise and mayonnaise-type, low calorie",0.19,0.030983263598326365,0.239,0.01019021739130435,0.0,0.3001221814950572
"Frozen novelties, juice type, orange",0.0,0.0,0.23170000000000002,0.005661231884057972,0.0012658227848101266,0.10518715983561036
"Cheese, cottage, lowfat, 1% milkfat, no sodium added",0.01,0.006610878661087867,0.027000000000000003,0.1403985507246377,0.0,0.07708541597245364
"Mayonnaise, low sodium, low calorie or diet",0.192,0.034518828451882845,0.16,0.003396739130434783,0.0,0.26435632566922135
"Snacks, tortilla chips, unsalted, white corn",0.2336,0.02571129707112971,0.6531999999999999,0.0882019927536232,0.0670886075949367,0.5583694324114185
"Cranberry juice, unsweetened",0.0013000000000000002,0.00010460251046025107,0.122,0.004415760869565218,0.0012658227848101266,0.05720315450405421
"Beef, bologna, reduced sodium",0.284,0.12213389121338913,0.02,0.13247282608695654,0.0,0.34477396423414414
"Turnip greens, canned, no salt added",0.003,0.0007322175732217575,0.0281,0.015398550724637685,0.016455696202531647,0.02154837276463401
"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",0.09699999999999999,0.029612970711297076,0.0,0.31816123188405804,0.0,0.22181495057203154
"Cheese, pasteurized process, cheddar or American, low sodium",0.3119,0.20555439330543934,0.016,0.25135869565217395,0.0,0.41752749083638785
"Beverages, coffee, instant, with whitener, reduced calorie",0.29100000000000004,0.26284518828451886,0.5994,0.022192028985507248,0.006329113924050633,0.5659224702876818
"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",0.0,0.0,0.047,0.0011322463768115945,0.0012658227848101266,0.021326224591802733
"Cheese, swiss, low sodium",0.27399999999999997,0.18560669456066947,0.034,0.3215579710144928,0.0,0.41519493502165944
"Babyfood, dinner, macaroni, beef and tomato sauce, toddler",0.019,0.0073744769874477,0.1153,0.04913949275362319,0.013924050632911394,0.08952571365100521
"Rolls, pumpernickel",0.027999999999999997,0.0051778242677824275,0.5186999999999999,0.1222826086956522,0.06835443037974684,0.3064534044207486
"Snacks, corn-based, extruded, chips, unsalted",0.334,0.045439330543933065,0.574,0.07472826086956523,0.055696202531645575,0.618238364989448
"Beans, baked, canned, no salt added",0.004,0.0010774058577405858,0.2049,0.05434782608695653,0.06962025316455696,0.11640564256358991
"Jellyfish, dried, salted",0.013999999999999999,0.0028556485355648543,0.0,0.062273550724637694,0.0,0.03843163389981118
"Frozen novelties, ice cream type, chocolate or caramel covered, with nuts",0.20199999999999999,0.13240585774058578,0.309,0.04981884057971016,0.007594936708860759,0.3587692991225147
"Frankfurter, low sodium",0.2851,0.12592050209205022,0.018000000000000002,0.13586956521739132,0.0,0.3463290014439631
"Frozen novelties, ice type, pop, with low calorie sweetener",0.0,0.0,0.0592,0.0,0.0,0.026324558480506497
"Babyfood, dessert, peach yogurt",0.0018,0.0012238493723849375,0.17600000000000002,0.01019021739130435,0.005063291139240506,0.08397200933022325
"Babyfood, dessert, blueberry yogurt, strained",0.006999999999999999,0.004728033472803348,0.1705,0.005661231884057972,0.005063291139240506,0.08497167610796401
"Babyfood, dessert, banana yogurt, strained",0.005200000000000001,0.003870292887029289,0.17350000000000002,0.01245471014492754,0.006329113924050633,0.08719315783627679
"Ice creams, chocolate, rich",0.1698,0.10854602510460253,0.1978,0.053442028985507255,0.01139240506329114,0.2785738087304232
"Snacks, tortilla chips, light (baked with less oil)",0.152,0.029675732217573227,0.7340000000000001,0.0985054347826087,0.07215189873417721,0.5167166500055537
"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",0.0546,0.006694560669456068,0.8119,0.08061594202898552,0.053164556962025315,0.44696212373653227
"Popcorn, microwave, low fat and sodium",0.095,0.014801255230125526,0.7339,0.1426630434782609,0.17974683544303796,0.4770632011551705
"Babyfood, fruit supreme dessert",0.002,0.0003138075313807532,0.1718,0.005661231884057972,0.02531645569620253,0.08052871265133844
"Cheese, swiss, low fat",0.051,0.03456066945606695,0.034,0.3215579710144928,0.0,0.1922692435854715
"Sweeteners, tabletop, fructose, liquid",0.0,0.0,0.761,0.0,0.0012658227848101266,0.3381095190492058
"Puddings, chocolate flavor, low calorie, instant, dry mix",0.024,0.010292887029288704,0.782,0.0600090579710145,0.07721518987341772,0.39497945129401313
"Babyfood, grape juice, no sugar, canned",0.0,0.0,0.15380000000000002,0.0,0.0,0.06831056314561813
"Jellies, reduced sugar, home preserved",0.0003,9.414225941422595e-05,0.461,0.003396739130434783,0.010126582278481013,0.20648672664667334
"Puddings, all flavors except chocolate, low calorie, instant, dry mix",0.009000000000000001,0.0010355648535564856,0.8466,0.009171195652173916,0.010126582278481013,0.38875930245473733
"Frog legs, raw",0.003,0.0007949790794979081,0.0,0.18568840579710147,0.0,0.0758636010218816
"Fish, mackerel, salted",0.251,0.07476987447698745,0.0,0.20946557971014496,0.0,0.33311118516050203
"Kiwifruit, green, raw",0.005200000000000001,0.00030334728033472807,0.1466,0.012907608695652174,0.0379746835443038,0.07541930467621905
"Kumquats, raw",0.0086,0.0010774058577405858,0.159,0.021286231884057972,0.08227848101265822,0.08763745418193936
"Limes, raw",0.002,0.00023012552301255232,0.1054,0.00792572463768116,0.03544303797468354,0.051982672442519154
"Lime juice, raw",0.0007000000000000001,8.368200836820084e-05,0.0842,0.004755434782608696,0.005063291139240506,0.039986671109630126
"Lime juice, canned or bottled, unsweetened",0.0023,0.00027196652719665277,0.0669,0.002830615942028986,0.005063291139240506,0.03310007775186049
"Blueberries, dried, sweetened",0.025,0.002092050209205021,0.8,0.02830615942028986,0.09493670886075949,0.3915361546151283
"Prunes, canned, heavy syrup pack, solids and liquids",0.002,0.00016736401673640169,0.278,0.009850543478260872,0.04810126582278481,0.1294013106742197
"Plums, dried (prunes), uncooked",0.0038,0.0009205020920502093,0.6388,0.02468297101449276,0.08987341772151898,0.29734532933466623
"Quinces, raw",0.001,0.00010460251046025107,0.153,0.004528985507246378,0.024050632911392405,0.0707541930467622
"Raisins, golden, seedless",0.002,0.0006799163179916319,0.8002,0.037137681159420295,0.04177215189873418,0.37209818949239143
"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",0.0025,0.0009832635983263599,0.7931999999999999,0.037364130434782615,0.056962025316455694,0.36954348550483174
"Raisins, seeded",0.0054,0.0018619246861924688,0.7847,0.02853260869565218,0.08607594936708861,0.3652115961346218
"Rambutan, canned, syrup pack",0.0021,0.0,0.20870000000000002,0.007359601449275364,0.01139240506329114,0.09774519604576253
"Rhubarb, frozen, uncooked",0.0011,0.00030334728033472807,0.051,0.00622735507246377,0.02278481012658228,0.02621348439409086
"Rhubarb, frozen, cooked, with sugar",0.0005,0.00014644351464435147,0.312,0.004415760869565218,0.02531645569620253,0.14084194157503055
"Strawberries, canned, heavy syrup pack, solids and liquids",0.0026000000000000003,0.00014644351464435147,0.2353,0.006340579710144929,0.021518987341772152,0.10963012329223593
"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",0.0011,6.276150627615063e-05,0.0913,0.004868659420289856,0.026582278481012658,0.04354104187493058
"Strawberries, frozen, sweetened, sliced",0.0013000000000000002,7.322175732217574e-05,0.25920000000000004,0.006000905797101451,0.024050632911392405,0.11884927246473398
"Sugar-apples, (sweetsop), raw",0.0029,0.0005020920502092051,0.2364,0.023324275362318844,0.055696202531645575,0.11707208708208376
"Feijoa, raw",0.0042,0.001087866108786611,0.1521,0.00803894927536232,0.0810126582278481,0.07497500833055648
"Pears, asian, raw",0.0023,0.00012552301255230126,0.10650000000000001,0.005661231884057972,0.04556962025316456,0.05187159835610353
"Fruit cocktail, canned, heavy syrup, drained",0.001,0.00014644351464435147,0.188,0.005321557971014493,0.021518987341772152,0.0866377874041986
"Blueberries, canned, light syrup, drained",0.004,0.00029288702928870295,0.2266,0.011775362318840582,0.03291139240506329,0.10929690103298902
"Blueberries, wild, canned, heavy syrup, drained",0.0034000000000000002,0.0,0.2832,0.006340579710144929,0.06202531645569621,0.1317338664889481
"Peaches, canned, heavy syrup, drained",0.0018,0.00013598326359832638,0.1843,0.005887681159420291,0.015189873417721518,0.08597134288570477
"Pears, canned, heavy syrup, drained",0.0018,0.00010460251046025107,0.1908,0.0027173913043478264,0.03417721518987342,0.08763745418193936
"Plums, canned, heavy syrup, drained",0.0014000000000000002,0.00011506276150627616,0.23120000000000002,0.004981884057971015,0.0189873417721519,0.10607575252693546
