food_item,fat_g,satfat_g,carbs_g,protein_g,fiber_g,energy_kcal_calculated,cluster,subcluster,supercluster
"Cookies, shortbread, commercially prepared, pecan",32.5,8.204,58.3,4.9,1.8,545.3,1,1,1-1
"Cookies, sugar wafer, with creme filling, sugar free",28.57,4.257,66.26,3.57,14.3,536.4,1,1,1-1
"Cookies, sugar, commercially prepared, regular (includes vanilla)",19.55,7.666,67.34,5.35,1.3,466.7,1,1,1-1
"Cookies, sugar, refrigerated dough",19.48,4.955,61.22,4.0,0.9,436.2,1,1,1-1
"Cookies, vanilla wafers, lower fat",15.2,3.838,73.6,5.0,1.9,451.2,1,1,1-1
"Cookies, vanilla wafers, higher fat",16.41,4.245,72.6,4.9,1.6,457.7,1,1,1-1
"Crackers, cheese, regular",22.74,5.288,59.42,10.93,2.3,486.1,1,1,1-1
"Crackers, cheese, sandwich-type with peanut butter filling",25.12,4.406,56.74,12.41,3.4,502.7,1,1,1-1
"Crackers, melba toast, plain",3.2,0.445,76.6,12.1,6.3,383.6,1,0,1-0
"Crackers, melba toast, rye (includes pumpernickel)",3.4,0.453,77.3,11.6,8.0,386.2,1,0,1-0
"Crackers, melba toast, wheat",2.3,0.337,76.4,12.9,7.4,377.9,1,0,1-0
"Crackers, milk",13.77,2.912,71.73,7.6,3.4,441.2,1,0,1-0
"Crackers, standard snack-type, regular",26.43,5.562,61.3,6.64,2.3,509.6,1,1,1-1
"Crackers, standard snack-type, sandwich, with cheese filling",21.1,6.125,61.7,9.3,1.9,473.9,1,1,1-1
"Crackers, standard snack-type, sandwich, with peanut butter filling",24.54,4.803,58.38,11.47,2.3,500.3,1,1,1-1
"Crackers, wheat, regular",16.4,3.21,70.73,7.3,6.9,459.7,1,1,1-1
"Croissants, butter",21.0,11.659,45.8,8.2,2.6,405.0,1,1,1-1
"Croissants, cheese",20.9,10.628,47.0,9.2,2.6,412.9,1,1,1-1
"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",24.93,11.105,47.06,5.31,1.7,433.8,1,1,1-1
"Doughnuts, cake-type, plain, chocolate-coated or frosted",25.25,13.47,51.33,4.93,1.9,452.3,1,1,1-1
"Doughnuts, cake-type, plain, sugared or glazed",22.9,5.926,50.8,5.2,1.5,430.1,1,1,1-1
"Doughnuts, cake-type, chocolate, sugared or glazed",19.9,5.132,57.4,4.5,2.2,426.7,1,1,1-1
"Muffins, English, plain, enriched, with ca prop (includes sourdough)",1.69,0.733,44.17,8.87,3.5,227.4,1,0,1-0
"Muffins, English, plain, toasted, enriched, with calcium propionate (includes sourdough)",2.02,0.533,52.65,10.32,2.8,270.1,1,0,1-0
"Muffins, English, mixed-grain (includes granola)",1.8,0.23,46.3,9.1,2.8,237.8,1,0,1-0
"Muffins, English, raisin-cinnamon (includes apple-cinnamon)",1.8,0.54,48.1,7.91,2.6,240.2,1,0,1-0
"Hush puppies, prepared from recipe",13.5,2.108,46.0,7.7,2.8,336.3,1,0,1-0
"Ice cream cones, cake or wafer-type",6.9,1.222,79.0,8.1,3.0,410.5,1,0,1-0
"Ice cream cones, sugar, rolled-type",3.8,0.573,84.1,7.9,1.7,402.2,1,0,1-0
"Muffins, corn, commercially prepared",8.4,1.354,51.0,5.9,3.4,303.2,1,0,1-0
"Muffins, corn, dry mix, prepared",10.2,2.797,49.1,7.4,2.4,317.8,1,0,1-0
"Muffins, corn, toaster-type",11.3,1.681,57.9,5.3,1.6,354.5,1,0,1-0
"Pancakes, plain, dry mix, incomplete (includes buttermilk)",1.7,0.25,73.6,10.0,5.4,349.7,1,0,1-0
"Pie, chocolate creme, commercially prepared",22.41,12.449,38.44,4.15,0.8,372.0,1,1,1-1
"Pie, coconut creme, commercially prepared",16.6,6.976,37.3,2.1,1.3,307.0,1,1,1-1
"Pie, mince, prepared from recipe",10.8,2.682,48.0,2.6,2.6,299.6,1,0,1-0
"Pie, pecan, commercially prepared",16.69,2.654,59.61,4.5,2.1,406.6,1,1,1-1
"Pie crust, standard-type, dry mix, prepared, baked",30.4,7.711,50.4,6.7,1.8,502.0,1,1,1-1
"Pie crust, standard-type, frozen, ready-to-bake, enriched",26.07,8.159,48.62,6.16,2.5,453.8,1,1,1-1
"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",28.59,9.277,56.24,6.5,3.3,508.3,1,1,1-1
"Pie crust, standard-type, prepared from recipe, baked",34.6,8.622,47.5,6.4,1.7,527.0,1,1,1-1
"Rolls, dinner, egg",6.4,1.577,52.0,9.5,3.7,303.6,1,0,1-0
"Rolls, dinner, oat bran",4.6,0.619,40.2,9.5,4.1,240.2,1,0,1-0
"Rolls, dinner, rye",3.4,0.605,53.1,10.3,4.9,284.2,1,0,1-0
"Rolls, dinner, wheat",6.3,1.497,46.0,8.6,3.8,275.1,1,0,1-0
"Rolls, hard (includes kaiser)",4.3,0.606,52.7,9.9,2.3,289.1,1,0,1-0
"Strudel, apple",11.2,2.044,41.1,3.3,2.2,278.4,1,0,1-0
"Sweet rolls, cheese",18.3,6.059,43.7,7.1,1.2,367.9,1,1,1-1
"Sweet rolls, cinnamon, commercially prepared with raisins",16.4,3.079,50.9,6.2,2.4,376.0,1,1,1-1
"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",9.95,3.615,70.32,4.2,1.0,387.6,1,0,1-0
"Tortillas, ready-to-bake or -fry, corn",2.85,0.453,44.64,5.7,6.3,227.0,1,0,1-0
"Tortillas, ready-to-bake or -fry, flour, refrigerated",7.99,2.924,49.38,8.2,3.5,302.2,1,0,1-0
"Waffles, plain, frozen, ready-to-heat",9.7,1.531,42.98,6.47,2.2,285.1,1,0,1-0
"Leavening agents, cream of tartar",0.0,0.0,61.5,0.0,0.2,246.0,1,0,1-0
"Leavening agents, yeast, baker's, active dry",7.61,1.001,41.22,40.44,26.9,395.1,1,0,1-0
"Bread, rice bran, toasted",5.0,0.771,47.3,9.7,5.3,273.0,1,0,1-0
"Muffins, blueberry, toaster-type, toasted",10.1,1.551,56.7,4.9,1.9,337.3,1,0,1-0
"Muffins, wheat bran, toaster-type with raisins, toasted",9.4,1.5,55.5,5.5,8.2,328.6,1,0,1-0
"Waffles, plain, frozen, ready -to-heat, toasted",9.61,1.638,49.29,7.19,2.4,312.4,1,0,1-0
"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",1.6,0.22,53.4,10.5,2.3,270.0,1,0,1-0
"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",1.6,0.22,53.4,10.5,2.3,270.0,1,0,1-0
"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",1.6,0.22,53.4,10.5,2.3,270.0,1,0,1-0
"Cake, coffeecake, cinnamon with crumb topping, commercially prepared, unenriched",23.3,5.797,46.7,6.8,2.0,423.7,1,1,1-1
"Cake, pound, commercially prepared, other than all butter, unenriched",17.9,4.647,52.5,5.2,1.0,391.9,1,1,1-1
"Cake, pudding-type, white, unenriched, dry mix",9.5,2.34,81.0,3.9,0.7,425.1,1,0,1-0
"Cake, yellow, unenriched, dry mix",11.6,1.738,78.1,4.4,1.1,434.4,1,0,1-0
"Crackers, saltines, low salt (includes oyster, soda, soup)",8.85,2.001,74.34,9.5,2.9,415.0,1,0,1-0
"Crackers, saltines, unsalted tops (includes oyster, soda, soup)",11.8,2.932,71.5,9.2,3.0,429.0,1,0,1-0
"Crackers, standard snack-type, regular, low salt",25.3,3.776,61.0,7.4,1.6,501.3,1,1,1-1
"Crackers, wheat, low salt",20.6,5.178,64.9,8.6,4.5,479.4,1,1,1-1
"Crackers, cheese, low sodium",25.3,9.638,58.2,10.1,2.4,500.9,1,1,1-1
"Danish pastry, raspberry, unenriched",18.5,2.826,47.8,5.4,1.9,379.3,1,1,1-1
"Doughnuts, yeast-leavened, glazed, unenriched (includes honey buns)",22.8,5.813,44.3,6.4,1.2,408.0,1,1,1-1
"English muffins, plain, enriched, without calcium propionate(includes sourdough)",1.8,0.259,46.0,7.7,2.7,231.0,1,0,1-0
"Pie, fried pies, lemon",16.1,2.457,42.6,3.0,2.6,327.3,1,1,1-1
"Pie crust, standard-type, frozen, ready-to-bake, unenriched",29.2,4.357,44.1,3.9,0.9,454.8,1,1,1-1
"Taco shells, baked, without added salt",22.6,3.245,62.4,7.2,7.5,481.8,1,1,1-1
"Crackers, saltines, fat-free, low-sodium",1.6,0.244,82.3,10.5,2.7,385.6,1,0,1-0
"Tart, breakfast, low fat",5.99,1.393,76.8,3.99,1.5,377.1,1,0,1-0
"Archway Home Style Cookies, Sugar Free Oatmeal",20.92,4.9,67.2,5.54,1.9,479.2,1,1,1-1
"Archway Home Style Cookies, Chocolate Chip Ice Box",24.4,8.08,65.02,4.28,2.0,496.8,1,1,1-1
"Archway Home Style Cookies, Iced Oatmeal",16.53,4.61,66.76,4.89,2.0,435.4,1,1,1-1
"Archway Home Style Cookies, Molasses",12.06,2.81,69.41,4.25,1.2,403.2,1,0,1-0
"Archway Home Style Cookies, Oatmeal",14.08,3.2,68.17,5.48,2.9,421.3,1,0,1-0
"Archway Home Style Cookies, Oatmeal Raisin",12.08,2.75,69.27,5.17,2.7,406.5,1,0,1-0
"Archway Home Style Cookies, Strawberry Filled",13.26,5.16,65.92,4.35,2.2,400.4,1,0,1-0
"Archway Home Style Cookies, Reduced Fat Ginger Snaps",11.14,2.6,76.23,4.67,1.1,423.9,1,0,1-0
"Kraft, Stove Top Stuffing Mix Chicken Flavor",4.1,0.8,73.1,12.6,2.5,379.7,1,0,1-0
"Martha White Foods, Martha White's Chewy Fudge Brownie Mix, dry",6.16,1.7,83.58,4.42,2.9,407.4,1,0,1-0
"Martha White Foods, Martha White's Buttermilk Biscuit Mix, dry",13.23,4.07,59.41,7.81,1.5,388.0,1,0,1-0
"Nabisco, Nabisco Grahams Crackers",10.0,1.56,76.2,6.99,3.4,422.8,1,0,1-0
"Nabisco, Nabisco Oreo Crunchies, Cookie Crumb Topping",21.5,4.14,70.23,4.78,3.2,493.5,1,1,1-1
"Beverages, tea, instant, lemon, unsweetened",0.18,0.047,78.52,7.4,5.0,345.3,1,0,1-0
"Beverages, tea, instant, lemon, sweetened, powder",0.73,0.097,98.55,0.12,0.7,401.2,1,0,1-0
"Beverages, tea, instant, sweetened with sodium saccharin, lemon-flavored, powder",0.6,0.0,85.4,3.3,0.0,360.2,1,0,1-0
"Alcoholic beverage, liqueur, coffee, 53 proof",0.3,0.106,46.8,0.1,0.0,190.3,1,0,1-0
"Beverages, Cocoa mix, low calorie, powder, with added calcium, phosphorus, aspartame, without added sodium or vitamin A",3.0,1.777,58.0,25.1,1.1,359.4,1,0,1-0
"Beans, black turtle, mature seeds, raw",0.9,0.232,63.25,21.25,15.5,346.1,1,0,1-0
"Beans, cranberry (roman), mature seeds, raw",1.23,0.316,60.05,23.03,24.7,343.4,1,0,1-0
"Beans, great northern, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",1.14,0.356,62.37,21.86,20.2,347.2,1,0,1-0
"Beans, kidney, all types, mature seeds, raw",0.83,0.12,60.01,23.58,24.9,341.8,1,0,1-0
"Beans, kidney, royal red, mature seeds, raw",0.45,0.065,58.33,25.33,24.9,338.7,1,0,1-0
"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",1.23,0.235,62.55,21.42,15.5,347.0,1,0,1-0
"Beans, white, mature seeds, raw",0.85,0.219,60.27,23.36,15.2,342.2,1,0,1-0
"Broadbeans (fava beans), mature seeds, raw",1.53,0.254,58.29,26.12,25.0,351.4,1,0,1-0
"Cowpeas, catjang, mature seeds, raw",2.07,0.542,59.64,23.85,10.7,352.6,1,0,1-0
"Hyacinth beans, mature seeds, raw",1.69,0.288,60.74,23.9,25.6,353.8,1,0,1-0
"Flour, 00",1.52,0.0,74.4462,11.4,2.656,357.1,1,0,1-0
"Flour, spelt, whole grain",2.543,0.0,70.723,14.475,9.339,363.7,1,0,1-0
"Flour, semolina, coarse and semi-coarse",1.597,0.0,73.82345,11.73125,3.216,356.6,1,0,1-0
"Flour, semolina, fine",1.838,0.0,71.98575,13.33125,3.683,357.8,1,0,1-0
"Flour, potato",0.9513,0.0,79.9422,8.1125,5.401,360.8,1,0,1-0
"Beef, ground, 90% lean meat / 10% fat, raw",12.85,5.051,0.0,18.15625,0.0,188.3,4,0,4-0
"Beef, ground, 80% lean meat / 20% fat, raw",19.44,6.845,0.0,17.53125,0.0,245.1,4,0,4-0
"Pork, ground, raw",17.49,6.283,0.0,17.80625,0.0,228.6,4,0,4-0
"Chicken, ground, with additives, raw",7.161,1.559,0.0,17.9125,0.0,136.1,4,0,4-0
"Turkey, ground, 93% lean/ 7% fat, raw",9.591,2.264,0.0,17.34375,0.0,155.7,4,0,4-0
"Pork, loin, boneless, raw",9.469,3.285,0.0,21.11875,0.0,169.7,4,0,4-0
"Pork, loin, tenderloin, boneless, raw",3.899,0.8663,0.0,21.58125,0.0,121.4,4,0,4-0
"Chicken, breast, boneless, skinless, raw",1.934,0.3488,0.0,22.525,0.0,107.5,4,0,4-0
"Chicken, thigh, boneless, skinless, raw",7.916,1.658,0.0,18.6125,0.0,145.7,4,0,4-0
"Beef, ribeye, steak, boneless, choice, raw",20.04,7.966,0.0,18.74375,0.0,255.3,4,0,4-0
"Beef, round, top round, boneless, choice, raw",5.703,1.695,0.852,21.475,0.0,140.6,4,0,4-0
"Beef, chuck, roast, boneless, choice, raw",17.8,6.341,0.0,18.4,0.0,233.8,4,0,4-0
"Beef, flank, steak, boneless, choice, raw",9.399,3.551,0.0,20.13125,0.0,165.1,4,0,4-0
"Cheese, monterey jack, solid",32.63,19.16,1.8979,22.6171,0.0,391.7,2,0,2-0
"Cheese, provolone, sliced",28.13,16.24,2.45312,23.45288,0.0,356.8,2,0,2-0
"Cheese, oaxaca, solid",22.1,12.71,2.40202,22.14498,0.0,297.1,2,0,2-0
"Cheese, queso fresco, solid",23.36,13.95,2.9572,18.8848,0.0,297.6,2,0,2-0
"Cheese, cotija, solid",27.24,15.89,2.72432,23.83568,0.0,351.4,2,0,2-0
"Fish, tilapia, farm raised, raw",2.479,0.0,0.0,19.0,0.0,98.3,4,0,4-0
"Crustaceans, shrimp, farm raised, raw",0.8013,0.0,0.48495,15.56875,0.0,71.4,4,0,4-0
"Fish, cod, Atlantic, wild caught, raw",0.6675,0.0,0.0,16.06875,0.0,70.3,4,0,4-0
"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",0.8075,0.0,0.0,18.65,0.0,81.9,4,0,4-0
"Peanut butter, smooth style, with salt",51.1,10.1,22.3,22.5,4.8,639.1,2,0,2-0
"Cheese, cheddar",34.0,19.2,2.44,23.3,0.0,409.0,2,0,2-0
"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",5.95,1.6,0.0,23.9,0.0,149.2,4,0,4-0
"Fish, tuna, light, canned in water, drained solids",0.94,0.224,0.08,19.0,0.0,84.8,4,0,4-0
"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",6.36,2.47,0.0,27.7,0.0,168.0,4,0,4-0
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",6.39,2.56,0.0,22.8,0.0,148.7,4,0,4-0
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",2.48,0.953,0.0,23.4,0.0,115.9,4,0,4-0
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",2.41,0.924,0.0,23.7,0.0,116.5,4,0,4-0
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",5.32,2.07,0.0,22.7,0.0,138.7,4,0,4-0
"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",11.4,4.68,0.0,27.3,0.0,211.8,4,0,4-0
"Cheese, dry white, queso seco",24.3,13.7,2.07,24.5,0.0,325.0,2,0,2-0
"Cheese, swiss",31.0,18.2,1.44,27.0,0.0,392.8,2,0,2-0
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",28.7,11.3,3.37,13.3,0.0,325.0,2,0,2-0
"Sausage, Italian, pork, mild, cooked, pan-fried",26.2,9.15,2.15,18.2,0.0,317.2,2,0,2-0
"Sausage, pork, chorizo, link or ground, cooked, pan-fried",28.1,9.45,2.63,19.3,0.0,340.6,2,0,2-0
"Sausage, turkey, breakfast links, mild, raw",10.4,2.53,0.93,16.7,0.0,164.1,4,0,4-0
"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",11.6,2.97,0.0,27.1,0.0,212.8,4,0,4-0
"Ham, sliced, restaurant",3.68,1.25,2.36,19.6,0.0,121.0,4,0,4-0
"Eggs, Grade A, Large, egg whole",9.96,3.2,0.96,12.4,0.0,143.1,4,0,4-0
"Pork, cured, bacon, cooked, restaurant",36.5,12.6,2.1,40.9,0.0,500.5,2,0,2-0
"Snacks, beef jerky, chopped and formed",25.6,10.85,11.0,33.2,1.8,407.2,2,0,2-0
"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",43.55,6.82,45.06,7.29,8.1,601.4,2,0,2-0
"Baking chocolate, unsweetened, liquid",47.7,25.29,36.2,12.1,18.1,622.5,2,0,2-0
"Baking chocolate, unsweetened, squares",52.31,32.277,28.42,14.32,16.6,641.8,2,0,2-0
"Mutton, cooked, roasted (Navajo)",11.09,5.142,0.08,33.43,0.0,233.8,4,0,4-0
"ON THE BORDER, soft taco with ground beef, cheese and lettuce",11.05,4.848,19.28,13.19,1.8,229.3,4,0,4-0
"Restaurant, Latino, empanadas, beef, prepared",18.37,5.156,31.19,11.31,2.0,335.3,2,0,2-0
"CRACKER BARREL, grilled sirloin steak",8.52,3.045,0.0,31.52,0.0,202.8,4,0,4-0
"DENNY'S, top sirloin steak",7.34,2.595,0.14,28.9,0.0,182.2,4,0,4-0
"Restaurant, Chinese, general tso's chicken",16.36,2.76,23.99,12.9,0.9,294.8,2,0,2-0
"Restaurant, Chinese, orange chicken",12.68,2.422,22.46,14.46,0.8,261.8,4,0,4-0
"Bologna, beef and pork, low fat",19.3,7.308,2.6,11.5,0.0,230.1,4,0,4-0
"Vegetable oil-butter spread, reduced calorie",53.0,17.88,0.0,0.0,0.0,477.0,2,0,2-0
"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",23.0,7.95,0.7,22.7,0.0,300.6,2,0,2-0
"Mayonnaise, made with tofu",31.79,2.921,3.06,5.95,1.1,322.2,2,0,2-0
"Frankfurter, beef, low fat",9.5,1.526,1.6,12.0,0.0,139.9,4,0,4-0
"Pork sausage rice links, brown and serve, cooked",37.63,12.825,2.36,13.7,0.0,402.9,2,0,2-0
"Oil, flaxseed, cold pressed",99.98,8.976,0.0,0.11,0.0,900.3,3,0,3-0
"Salad dressing, bacon and tomato",35.0,5.435,2.0,1.8,0.2,330.2,2,0,2-0
"Cheese, parmesan, low sodium",29.99,19.051,3.7,41.6,0.0,451.1,2,0,2-0
"Turkey, wing, smoked, cooked, with skin, bone removed",12.41,3.383,0.0,27.4,0.0,221.3,4,0,4-0
"Turkey, drumstick, smoked, cooked, with skin, bone removed",9.8,3.054,0.0,27.9,0.0,199.8,4,0,4-0
"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",41.78,13.739,1.43,37.04,0.0,529.9,2,0,2-0
"Turkey, light or dark meat, smoked, cooked, skin and bone removed",5.0,1.368,0.0,29.3,0.0,162.2,4,0,4-0
Yeast extract spread,0.9,0.0,20.42,23.88,6.5,185.3,4,0,4-0
"Chicken, meatless, breaded, fried",12.77,1.13,8.51,21.28,4.3,234.1,4,0,4-0
"Cheese, mozzarella, low sodium",17.1,10.867,3.1,27.5,0.0,276.3,4,0,4-0
"Mayonnaise dressing, no cholesterol",77.8,10.784,0.3,0.0,0.0,701.4,3,0,3-0
"Oil, corn, peanut, and olive",100.0,14.367,0.0,0.0,0.0,900.0,3,0,3-0
"Mollusks, scallop, (bay and sea), cooked, steamed",0.84,0.218,5.41,20.54,0.0,111.4,4,0,4-0
"Mollusks, snail, raw",1.4,0.361,2.0,16.1,0.0,85.0,4,0,4-0
"Turtle, green, raw",0.5,0.127,0.0,19.8,0.0,83.7,4,0,4-0
"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",14.79,4.918,0.0,18.22,0.0,206.0,4,0,4-0
"Pork, fresh, backfat, raw",88.69,32.21,0.0,2.92,0.0,809.9,3,0,3-0
"Pork, fresh, belly, raw",53.01,19.33,0.0,9.34,0.0,514.4,2,0,2-0
"Pork, fresh, separable fat, raw",65.7,21.979,0.0,9.25,0.0,628.3,3,0,3-0
"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",10.63,3.526,0.0,20.27,0.0,176.8,4,0,4-0
"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",10.32,3.369,0.0,27.03,0.0,201.0,4,0,4-0
"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",2.93,0.947,0.0,21.81,0.0,113.6,4,0,4-0
"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",4.62,1.451,0.0,28.86,0.0,157.0,4,0,4-0
"Pork, fresh, loin, whole, separable lean and fat, raw",12.58,4.36,0.0,19.74,0.0,192.2,4,0,4-0
"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",13.62,5.11,0.0,27.23,0.0,231.5,4,0,4-0
"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",13.92,5.23,0.0,27.32,0.0,234.6,4,0,4-0
"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",14.65,5.37,0.0,27.09,0.0,240.2,4,0,4-0
"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",12.27,4.27,0.0,19.56,0.0,188.7,4,0,4-0
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",15.71,4.487,0.0,26.54,0.0,247.6,4,0,4-0
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",14.35,4.339,0.0,23.72,0.0,224.0,4,0,4-0
"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",16.71,5.9,0.0,24.29,0.0,247.6,4,0,4-0
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",13.51,4.934,0.0,28.21,0.0,234.4,4,0,4-0
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",11.06,3.518,0.0,25.61,0.0,202.0,4,0,4-0
"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",12.8,4.859,0.0,27.01,0.0,223.2,4,0,4-0
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",3.71,1.098,0.0,21.99,0.0,121.4,4,0,4-0
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",16.28,5.435,0.0,26.66,0.0,253.2,4,0,4-0
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",13.04,4.486,0.0,24.42,0.0,215.0,4,0,4-0
"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",14.68,5.442,0.0,26.99,0.0,240.1,4,0,4-0
"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",4.8,1.617,0.0,21.79,0.0,130.4,4,0,4-0
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",12.31,4.294,0.0,28.81,0.0,226.0,4,0,4-0
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",11.82,4.045,0.0,26.96,0.0,214.2,4,0,4-0
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",12.87,4.113,0.0,26.64,0.0,222.4,4,0,4-0
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",6.9,2.327,0.0,31.0,0.0,186.1,4,0,4-0
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",6.94,2.45,0.0,21.55,0.0,148.7,4,0,4-0
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",8.31,3.218,0.0,29.2,0.0,191.6,4,0,4-0
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",9.14,3.164,0.0,26.62,0.0,188.7,4,0,4-0
"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",8.82,2.839,0.0,26.45,0.0,185.2,4,0,4-0
"Pork, fresh, shoulder, whole, separable lean and fat, raw",17.99,6.24,0.0,17.18,0.0,230.6,4,0,4-0
"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",21.39,7.86,0.0,23.28,0.0,285.6,4,0,4-0
"Pork, fresh, shoulder, whole, separable lean only, raw",7.14,2.47,0.0,19.55,0.0,142.5,4,0,4-0
"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",13.54,4.79,0.0,25.33,0.0,223.2,4,0,4-0
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",8.87,2.85,0.0,26.76,0.0,186.9,4,0,4-0
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",12.62,4.3,0.0,26.68,0.0,220.3,4,0,4-0
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",12.36,4.348,0.0,17.42,0.0,180.9,4,0,4-0
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",17.69,6.584,0.0,25.07,0.0,259.5,4,0,4-0
"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",16.61,5.95,0.0,25.58,0.0,251.8,4,0,4-0
"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",14.3,5.19,0.0,24.21,0.0,225.5,4,0,4-0
"Pork, fresh, spareribs, separable lean and fat, raw",23.4,7.529,0.0,15.47,0.0,272.5,4,0,4-0
"Pork, fresh, spareribs, separable lean and fat, cooked, braised",30.3,11.12,0.0,29.06,0.0,388.9,2,0,2-0
"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",9.21,3.092,0.0,27.51,0.0,192.9,4,0,4-0
"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",20.32,9.52,0.0,12.49,0.0,232.8,4,0,4-0
"Pork, fresh, variety meats and by-products, ears, frozen, raw",15.1,5.39,0.6,22.45,0.0,228.1,4,0,4-0
"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",10.8,3.86,0.2,15.95,0.0,161.8,4,0,4-0
"Pork, fresh, variety meats and by-products, feet, raw",12.59,3.57,0.0,23.16,0.0,206.0,4,0,4-0
"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",4.7,1.51,0.0,25.4,0.0,143.9,4,0,4-0
"Pork, fresh, variety meats and by-products, leaf fat, raw",94.16,45.23,0.0,1.76,0.0,854.5,3,0,3-0
"Pork, fresh, variety meats and by-products, liver, raw",3.65,1.17,2.47,21.39,0.0,128.3,4,0,4-0
"Pork, fresh, variety meats and by-products, liver, cooked, braised",4.4,1.41,3.76,26.02,0.0,158.7,4,0,4-0
"Pork, fresh, variety meats and by-products, lungs, raw",2.72,0.96,0.0,14.08,0.0,80.8,4,0,4-0
"Pork, fresh, variety meats and by-products, spleen, raw",2.59,0.86,0.0,17.86,0.0,94.8,4,0,4-0
"Pork, fresh, variety meats and by-products, spleen, cooked, braised",3.2,1.06,0.0,28.2,0.0,141.6,4,0,4-0
"Pork, fresh, variety meats and by-products, stomach, raw",10.14,4.025,0.0,16.85,0.0,158.7,4,0,4-0
"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",12.14,2.557,0.0,26.38,0.0,214.8,4,0,4-0
